system:index,Aver_K2O_rate_kg_ha,Aver_N_P2O5_K2O_rate_kg_ha,Aver_N_rate_kg_ha,Aver_P2O5_rate_kg_ha,COUNTRY_NA,Country,Crop,Crop_area_k_ha,FUBC_report_number,ISO3_code,K2O_k_t,K2O_pc_fert,K2O_rate_kg_ha,N_P2O5_K2O_k_t,N_k_t,N_pc_fert,N_rate_kg_ha,OBJECTID,Original_country_name_in_FUBC_report,P2O5_k_t,P2O5_pc_fert,P2O5_rate_kg_ha,Region_IFA,Shape_Area,Shape_Le_1,Shape_Leng,Year,Year_FUBC_publication,.geo
0000000000000000010b,NA,NA,NA,NA,Egypt,Egypt,Bean,164,2,EGY,9.3,100,57,26.9,5.9,100,36,74,EGYPT,11.6,100,71,Africa,89.2227944508,65.3741243194,65.3741243194,1992,1994,"{""type"":""Point"",""coordinates"":[29.791505340595226,26.52919625971053]}"
0000000000000000010c,NA,NA,NA,NA,Egypt,Egypt,Cotton,353,2,EGY,20.1,100,57,99.5,60.4,100,171,74,EGYPT,19.1,100,54,Africa,89.2227944508,65.3741243194,65.3741243194,1992,1994,"{""type"":""Point"",""coordinates"":[29.791505340595226,26.52919625971053]}"
0000000000000000010d,NA,NA,NA,NA,Egypt,Egypt,Date,27,2,EGY,1.6,100,58,6.7,4.4,100,162,74,EGYPT,0.8,100,29,Africa,89.2227944508,65.3741243194,65.3741243194,1992,1994,"{""type"":""Point"",""coordinates"":[29.791505340595226,26.52919625971053]}"
0000000000000000010e,NA,NA,NA,NA,Egypt,Egypt,Garlic,10,2,EGY,0.9,100,86,3.2,1.7,100,167,74,EGYPT,0.7,100,71,Africa,89.2227944508,65.3741243194,65.3741243194,1992,1994,"{""type"":""Point"",""coordinates"":[29.791505340595226,26.52919625971053]}"
0000000000000000010f,NA,NA,NA,NA,Egypt,Egypt,Groundnut,13,2,EGY,0.7,100,54,2.1,0.9,100,71,74,EGYPT,0.5,100,36,Africa,89.2227944508,65.3741243194,65.3741243194,1992,1994,"{""type"":""Point"",""coordinates"":[29.791505340595226,26.52919625971053]}"
00000000000000000110,NA,NA,NA,NA,Egypt,Egypt,Lemon,20,2,EGY,2.3,100,114,12.3,8.6,100,428,74,EGYPT,1.4,100,71,Africa,89.2227944508,65.3741243194,65.3741243194,1992,1994,"{""type"":""Point"",""coordinates"":[29.791505340595226,26.52919625971053]}"
00000000000000000111,NA,NA,NA,NA,Egypt,Egypt,Lentil,6,2,EGY,0.3,100,57,1,0.2,100,36,74,EGYPT,0.4,100,71,Africa,89.2227944508,65.3741243194,65.3741243194,1992,1994,"{""type"":""Point"",""coordinates"":[29.791505340595226,26.52919625971053]}"
00000000000000000112,NA,NA,NA,NA,Egypt,Egypt,Mango,23,2,EGY,2.6,100,114,12.5,8.2,100,357,74,EGYPT,1.6,100,71,Africa,89.2227944508,65.3741243194,65.3741243194,1992,1994,"{""type"":""Point"",""coordinates"":[29.791505340595226,26.52919625971053]}"
00000000000000000113,NA,NA,NA,NA,Egypt,Egypt,Olive,23,2,EGY,1.3,100,57,6.2,3.3,100,143,74,EGYPT,1.6,100,71,Africa,89.2227944508,65.3741243194,65.3741243194,1992,1994,"{""type"":""Point"",""coordinates"":[29.791505340595226,26.52919625971053]}"
00000000000000000114,NA,NA,NA,NA,Egypt,Egypt,Onion,23,2,EGY,2,100,86,9.6,6,100,262,74,EGYPT,1.6,100,71,Africa,89.2227944508,65.3741243194,65.3741243194,1992,1994,"{""type"":""Point"",""coordinates"":[29.791505340595226,26.52919625971053]}"
00000000000000000115,NA,NA,NA,NA,Egypt,Egypt,Orange,100,2,EGY,11.4,100,114,61.3,42.8,100,428,74,EGYPT,7.1,100,71,Africa,89.2227944508,65.3741243194,65.3741243194,1992,1994,"{""type"":""Point"",""coordinates"":[29.791505340595226,26.52919625971053]}"
00000000000000000116,NA,NA,NA,NA,Egypt,Egypt,Pea,19,2,EGY,1.1,100,57,3.1,0.7,100,36,74,EGYPT,1.3,100,71,Africa,89.2227944508,65.3741243194,65.3741243194,1992,1994,"{""type"":""Point"",""coordinates"":[29.791505340595226,26.52919625971053]}"
00000000000000000117,NA,NA,NA,NA,Egypt,Egypt,Potato,77,2,EGY,8.8,100,114,42.7,22.9,100,298,74,EGYPT,11,100,143,Africa,89.2227944508,65.3741243194,65.3741243194,1992,1994,"{""type"":""Point"",""coordinates"":[29.791505340595226,26.52919625971053]}"
00000000000000000118,NA,NA,NA,NA,Egypt,Egypt,Potato (Sweet),4,2,EGY,0.2,100,57,0.7,0.3,100,71,74,EGYPT,0.2,100,54,Africa,89.2227944508,65.3741243194,65.3741243194,1992,1994,"{""type"":""Point"",""coordinates"":[29.791505340595226,26.52919625971053]}"
00000000000000000119,NA,NA,NA,NA,Egypt,Egypt,Sesame,23,2,EGY,1.3,100,57,5,2.5,100,107,74,EGYPT,1.2,100,54,Africa,89.2227944508,65.3741243194,65.3741243194,1992,1994,"{""type"":""Point"",""coordinates"":[29.791505340595226,26.52919625971053]}"
0000000000000000011a,NA,NA,NA,NA,Egypt,Egypt,Soybean,22,2,EGY,1.3,100,57,5.1,2.6,100,119,74,EGYPT,1.2,100,54,Africa,89.2227944508,65.3741243194,65.3741243194,1992,1994,"{""type"":""Point"",""coordinates"":[29.791505340595226,26.52919625971053]}"
0000000000000000011b,NA,NA,NA,NA,Egypt,Egypt,Strawberry,2,2,EGY,0.5,100,228,1.8,1.1,100,547,74,EGYPT,0.2,100,107,Africa,89.2227944508,65.3741243194,65.3741243194,1992,1994,"{""type"":""Point"",""coordinates"":[29.791505340595226,26.52919625971053]}"
0000000000000000011c,NA,NA,NA,NA,Egypt,Egypt,Sugar Cane,114,2,EGY,12.9,100,113,87.4,62.4,100,547,74,EGYPT,12.2,100,107,Africa,89.2227944508,65.3741243194,65.3741243194,1992,1994,"{""type"":""Point"",""coordinates"":[29.791505340595226,26.52919625971053]}"
0000000000000000011d,NA,NA,NA,NA,Egypt,Egypt,Sunflower,22,2,EGY,1.3,100,57,4.8,2.4,100,107,74,EGYPT,1.2,100,54,Africa,89.2227944508,65.3741243194,65.3741243194,1992,1994,"{""type"":""Point"",""coordinates"":[29.791505340595226,26.52919625971053]}"
0000000000000000011e,NA,NA,NA,NA,Egypt,Egypt,Tomato,152,2,EGY,17.3,100,114,78.9,45.3,100,298,74,EGYPT,16.3,100,107,Africa,89.2227944508,65.3741243194,65.3741243194,1992,1994,"{""type"":""Point"",""coordinates"":[29.791505340595226,26.52919625971053]}"
0000000000000000011f,NA,NA,NA,NA,Egypt,Egypt,WaterMelon,30,2,EGY,1.7,100,57,7.6,3.9,100,131,74,EGYPT,1.9,100,64,Africa,89.2227944508,65.3741243194,65.3741243194,1992,1994,"{""type"":""Point"",""coordinates"":[29.791505340595226,26.52919625971053]}"
00000000000000000120,NA,NA,NA,NA,Egypt,Egypt,Flax,12,3,EGY,0,NA,NA,1.716,1.284,100,107,74,Egypt,0.432,100,36,Africa,89.2227944508,65.3741243194,65.3741243194,1994,1996,"{""type"":""Point"",""coordinates"":[29.791505340595226,26.52919625971053]}"
00000000000000000121,NA,NA,NA,NA,Egypt,Egypt,Maize,704.4,3,EGY,0,NA,NA,201.4584,176.1,100,250,74,Egypt,25.3584,100,36,Africa,89.2227944508,65.3741243194,65.3741243194,1994,1996,"{""type"":""Point"",""coordinates"":[29.791505340595226,26.52919625971053]}"
00000000000000000122,NA,NA,NA,NA,Egypt,Egypt,Millet,150,3,EGY,0,NA,NA,32.1,26.7,100,178,74,Egypt,5.4,100,36,Africa,89.2227944508,65.3741243194,65.3741243194,1994,1996,"{""type"":""Point"",""coordinates"":[29.791505340595226,26.52919625971053]}"
00000000000000000123,NA,NA,NA,NA,Egypt,Egypt,Rice,557.9,3,EGY,0,NA,NA,99.8641,79.7797,100,143,74,Egypt,20.0844,100,36,Africa,89.2227944508,65.3741243194,65.3741243194,1994,1996,"{""type"":""Point"",""coordinates"":[29.791505340595226,26.52919625971053]}"
00000000000000000124,NA,NA,NA,NA,Egypt,Egypt,Sorghum,1.6,3,EGY,0,NA,NA,0.252,0.204,100,127.5,74,Egypt,0.048,100,30,Africa,89.2227944508,65.3741243194,65.3741243194,1994,1996,"{""type"":""Point"",""coordinates"":[29.791505340595226,26.52919625971053]}"
00000000000000000125,NA,NA,NA,NA,Egypt,Egypt,Sugar beet,17,3,EGY,0,NA,NA,1.4025,1.02,100,60,74,Egypt,0.3825,100,22.5,Africa,89.2227944508,65.3741243194,65.3741243194,1994,1996,"{""type"":""Point"",""coordinates"":[29.791505340595226,26.52919625971053]}"
00000000000000000126,NA,NA,NA,NA,Egypt,Egypt,Wheat,854.6,3,EGY,0,NA,NA,182.8844,152.1188,100,178,74,Egypt,30.7656,100,36,Africa,89.2227944508,65.3741243194,65.3741243194,1994,1996,"{""type"":""Point"",""coordinates"":[29.791505340595226,26.52919625971053]}"
00000000000000000127,NA,NA,NA,NA,Egypt,Egypt,Apple,29.1,3,EGY,1.0476,100,36,3.48327,1.67325,100,57.5,74,Egypt,0.76242,100,26.2,Africa,89.2227944508,65.3741243194,65.3741243194,1994,1996,"{""type"":""Point"",""coordinates"":[29.791505340595226,26.52919625971053]}"
00000000000000000128,NA,NA,NA,NA,Egypt,Egypt,Banana,14.6,3,EGY,1.4016,100,96,9.2856,6.57,100,450,74,Egypt,1.314,100,90,Africa,89.2227944508,65.3741243194,65.3741243194,1994,1996,"{""type"":""Point"",""coordinates"":[29.791505340595226,26.52919625971053]}"
00000000000000000129,NA,NA,NA,NA,Egypt,Egypt,Barley,59.9,3,EGY,1.3777,100,23,9.9434,6.4093,100,107,74,Egypt,2.1564,100,36,Africa,89.2227944508,65.3741243194,65.3741243194,1994,1996,"{""type"":""Point"",""coordinates"":[29.791505340595226,26.52919625971053]}"
0000000000000000012a,NA,NA,NA,NA,Egypt,Egypt,Bean,137.6,3,EGY,3.3024,100,24,9.4944,2.064,100,15,74,Egypt,4.128,100,30,Africa,89.2227944508,65.3741243194,65.3741243194,1994,1996,"{""type"":""Point"",""coordinates"":[29.791505340595226,26.52919625971053]}"
0000000000000000012b,NA,NA,NA,NA,Egypt,Egypt,Cotton,291.9,3,EGY,7.0056,100,24,32.83875,19.2654,100,66,74,Egypt,6.56775,100,22.5,Africa,89.2227944508,65.3741243194,65.3741243194,1994,1996,"{""type"":""Point"",""coordinates"":[29.791505340595226,26.52919625971053]}"
0000000000000000012c,NA,NA,NA,NA,Egypt,Egypt,Date,27,3,EGY,1.566,100,58,6.723,4.374,100,162,74,Egypt,0.783,100,29,Africa,89.2227944508,65.3741243194,65.3741243194,1994,1996,"{""type"":""Point"",""coordinates"":[29.791505340595226,26.52919625971053]}"
0000000000000000012d,NA,NA,NA,NA,Egypt,Egypt,Garlic,48,3,EGY,1.728,100,36,6.408,3.24,100,67.5,74,Egypt,1.44,100,30,Africa,89.2227944508,65.3741243194,65.3741243194,1994,1996,"{""type"":""Point"",""coordinates"":[29.791505340595226,26.52919625971053]}"
0000000000000000012e,NA,NA,NA,NA,Egypt,Egypt,Groundnut,39.3,3,EGY,0.9432,100,24,2.7117,1.179,100,30,74,Egypt,0.5895,100,15,Africa,89.2227944508,65.3741243194,65.3741243194,1994,1996,"{""type"":""Point"",""coordinates"":[29.791505340595226,26.52919625971053]}"
0000000000000000012f,NA,NA,NA,NA,Egypt,Egypt,Lemon,20,3,EGY,2.28,100,114,12.26,8.56,100,428,74,Egypt,1.42,100,71,Africa,89.2227944508,65.3741243194,65.3741243194,1994,1996,"{""type"":""Point"",""coordinates"":[29.791505340595226,26.52919625971053]}"
00000000000000000130,NA,NA,NA,NA,Egypt,Egypt,Lentil,6.5,3,EGY,0.156,100,24,0.4485,0.0975,100,15,74,Egypt,0.195,100,30,Africa,89.2227944508,65.3741243194,65.3741243194,1994,1996,"{""type"":""Point"",""coordinates"":[29.791505340595226,26.52919625971053]}"
00000000000000000131,NA,NA,NA,NA,Egypt,Egypt,Mango,23,3,EGY,2.622,100,114,12.466,8.211,100,357,74,Egypt,1.633,100,71,Africa,89.2227944508,65.3741243194,65.3741243194,1994,1996,"{""type"":""Point"",""coordinates"":[29.791505340595226,26.52919625971053]}"
00000000000000000132,NA,NA,NA,NA,Egypt,Egypt,Olive,23,3,EGY,1.311,100,57,6.233,3.289,100,143,74,Egypt,1.633,100,71,Africa,89.2227944508,65.3741243194,65.3741243194,1994,1996,"{""type"":""Point"",""coordinates"":[29.791505340595226,26.52919625971053]}"
00000000000000000133,NA,NA,NA,NA,Egypt,Egypt,Onion,8.9,3,EGY,0.3204,100,36,1.54415,0.95675,100,107.5,74,Egypt,0.267,100,30,Africa,89.2227944508,65.3741243194,65.3741243194,1994,1996,"{""type"":""Point"",""coordinates"":[29.791505340595226,26.52919625971053]}"
00000000000000000134,NA,NA,NA,NA,Egypt,Egypt,Orange,100,3,EGY,11.4,100,114,61.3,42.8,100,428,74,Egypt,7.1,100,71,Africa,89.2227944508,65.3741243194,65.3741243194,1994,1996,"{""type"":""Point"",""coordinates"":[29.791505340595226,26.52919625971053]}"
00000000000000000135,NA,NA,NA,NA,Egypt,Egypt,Pea,6.9,3,EGY,0.1656,100,24,0.4761,0.1035,100,15,74,Egypt,0.207,100,30,Africa,89.2227944508,65.3741243194,65.3741243194,1994,1996,"{""type"":""Point"",""coordinates"":[29.791505340595226,26.52919625971053]}"
00000000000000000136,NA,NA,NA,NA,Egypt,Egypt,Potato,23.5,3,EGY,1.128,100,48,11.4915,7.003,100,298,74,Egypt,3.3605,100,143,Africa,89.2227944508,65.3741243194,65.3741243194,1994,1996,"{""type"":""Point"",""coordinates"":[29.791505340595226,26.52919625971053]}"
00000000000000000137,NA,NA,NA,NA,Egypt,Egypt,Potato (sweet),4,3,EGY,0.228,100,57,0.728,0.284,100,71,74,Egypt,0.216,100,54,Africa,89.2227944508,65.3741243194,65.3741243194,1994,1996,"{""type"":""Point"",""coordinates"":[29.791505340595226,26.52919625971053]}"
00000000000000000138,NA,NA,NA,NA,Egypt,Egypt,Sesame,23,3,EGY,1.311,100,57,5.014,2.461,100,107,74,Egypt,1.242,100,54,Africa,89.2227944508,65.3741243194,65.3741243194,1994,1996,"{""type"":""Point"",""coordinates"":[29.791505340595226,26.52919625971053]}"
00000000000000000139,NA,NA,NA,NA,Egypt,Egypt,Soybean,22.7,3,EGY,0.5448,100,24,2.07705,1.0215,100,45,74,Egypt,0.51075,100,22.5,Africa,89.2227944508,65.3741243194,65.3741243194,1994,1996,"{""type"":""Point"",""coordinates"":[29.791505340595226,26.52919625971053]}"
0000000000000000013a,NA,NA,NA,NA,Egypt,Egypt,Strawberry,2,3,EGY,0.456,100,228,1.764,1.094,100,547,74,Egypt,0.214,100,107,Africa,89.2227944508,65.3741243194,65.3741243194,1994,1996,"{""type"":""Point"",""coordinates"":[29.791505340595226,26.52919625971053]}"
0000000000000000013b,NA,NA,NA,NA,Egypt,Egypt,Sugar cane,112.5,3,EGY,5.4,100,48,38.30625,26.15625,100,232.5,74,Egypt,6.75,100,60,Africa,89.2227944508,65.3741243194,65.3741243194,1994,1996,"{""type"":""Point"",""coordinates"":[29.791505340595226,26.52919625971053]}"
0000000000000000013c,NA,NA,NA,NA,Egypt,Egypt,Sunflower,22,3,EGY,1.254,100,57,4.796,2.354,100,107,74,Egypt,1.188,100,54,Africa,89.2227944508,65.3741243194,65.3741243194,1994,1996,"{""type"":""Point"",""coordinates"":[29.791505340595226,26.52919625971053]}"
0000000000000000013d,NA,NA,NA,NA,Egypt,Egypt,Tomato,152,3,EGY,17.328,100,114,78.888,45.296,100,298,74,Egypt,16.264,100,107,Africa,89.2227944508,65.3741243194,65.3741243194,1994,1996,"{""type"":""Point"",""coordinates"":[29.791505340595226,26.52919625971053]}"
0000000000000000013e,NA,NA,NA,NA,Egypt,Egypt,Water-melon,30,3,EGY,1.71,100,57,7.56,3.93,100,131,74,Egypt,1.92,100,64,Africa,89.2227944508,65.3741243194,65.3741243194,1994,1996,"{""type"":""Point"",""coordinates"":[29.791505340595226,26.52919625971053]}"
0000000000000000013f,NA,NA,NA,NA,Egypt,Egypt,Apple,29.4,4,EGY,2.5,100,85.7,9.6,5.3,100,178.5,74,Egypt,1.8,100,61.9,Africa,89.2227944508,65.3741243194,65.3741243194,1997,1999,"{""type"":""Point"",""coordinates"":[29.791505340595226,26.52919625971053]}"
00000000000000000140,NA,NA,NA,NA,Egypt,Egypt,Banana,18.5,4,EGY,4.2,100,228.5,28,19.8,100,1071,74,Egypt,4,100,214.2,Africa,89.2227944508,65.3741243194,65.3741243194,1997,1999,"{""type"":""Point"",""coordinates"":[29.791505340595226,26.52919625971053]}"
00000000000000000141,NA,NA,NA,NA,Egypt,Egypt,Barley,57.6,4,EGY,3.3,100,57.1,11.5,6.2,100,107.1,74,Egypt,2.1,100,35.7,Africa,89.2227944508,65.3741243194,65.3741243194,1997,1999,"{""type"":""Point"",""coordinates"":[29.791505340595226,26.52919625971053]}"
00000000000000000142,NA,NA,NA,NA,Egypt,Egypt,Bean,149.2,4,EGY,8.5,100,57.1,24.5,5.3,100,35.7,74,Egypt,10.7,100,71.4,Africa,89.2227944508,65.3741243194,65.3741243194,1997,1999,"{""type"":""Point"",""coordinates"":[29.791505340595226,26.52919625971053]}"
00000000000000000143,NA,NA,NA,NA,Egypt,Egypt,Cabbage,17.2,4,EGY,1,100,57.1,4.2,2.3,100,130.9,74,Egypt,0.9,100,53.6,Africa,89.2227944508,65.3741243194,65.3741243194,1997,1999,"{""type"":""Point"",""coordinates"":[29.791505340595226,26.52919625971053]}"
00000000000000000144,NA,NA,NA,NA,Egypt,Egypt,Carrot,5,4,EGY,0.3,100,57.1,1.2,0.7,100,130.9,74,Egypt,0.3,100,53.6,Africa,89.2227944508,65.3741243194,65.3741243194,1997,1999,"{""type"":""Point"",""coordinates"":[29.791505340595226,26.52919625971053]}"
00000000000000000145,NA,NA,NA,NA,Egypt,Egypt,Clover,666.4,4,EGY,0,100,0,53.9,23.8,100,35.7,74,Egypt,30.1,100,45.2,Africa,89.2227944508,65.3741243194,65.3741243194,1997,1999,"{""type"":""Point"",""coordinates"":[29.791505340595226,26.52919625971053]}"
00000000000000000146,NA,NA,NA,NA,Egypt,Egypt,Cotton,360.9,4,EGY,20.6,100,57.1,60.6,19.3,100,53.6,74,Egypt,20.6,100,57.1,Africa,89.2227944508,65.3741243194,65.3741243194,1997,1999,"{""type"":""Point"",""coordinates"":[29.791505340595226,26.52919625971053]}"
00000000000000000147,NA,NA,NA,NA,Egypt,Egypt,Cucumber,22.7,4,EGY,1.3,100,57.1,5.5,3,100,130.9,74,Egypt,1.2,100,53.6,Africa,89.2227944508,65.3741243194,65.3741243194,1997,1999,"{""type"":""Point"",""coordinates"":[29.791505340595226,26.52919625971053]}"
00000000000000000148,NA,NA,NA,NA,Egypt,Egypt,Flax,8.8,4,EGY,0,100,0,1.3,0.9,100,107.1,74,Egypt,0.3,100,35.7,Africa,89.2227944508,65.3741243194,65.3741243194,1997,1999,"{""type"":""Point"",""coordinates"":[29.791505340595226,26.52919625971053]}"
00000000000000000149,NA,NA,NA,NA,Egypt,Egypt,Garlic,7.1,4,EGY,0.6,100,85.7,2.3,1.2,100,161.8,74,Egypt,0.5,100,71.4,Africa,89.2227944508,65.3741243194,65.3741243194,1997,1999,"{""type"":""Point"",""coordinates"":[29.791505340595226,26.52919625971053]}"
0000000000000000014a,NA,NA,NA,NA,Egypt,Egypt,Grape,56.7,4,EGY,4.7,100,83.3,21.7,11.9,100,209.4,74,Egypt,5.1,100,90.4,Africa,89.2227944508,65.3741243194,65.3741243194,1997,1999,"{""type"":""Point"",""coordinates"":[29.791505340595226,26.52919625971053]}"
0000000000000000014b,NA,NA,NA,NA,Egypt,Egypt,Lentil,3.8,4,EGY,0.2,100,57.1,0.6,0.1,100,35.7,74,Egypt,0.3,100,71.4,Africa,89.2227944508,65.3741243194,65.3741243194,1997,1999,"{""type"":""Point"",""coordinates"":[29.791505340595226,26.52919625971053]}"
0000000000000000014c,NA,NA,NA,NA,Egypt,Egypt,Maize,814.3,4,EGY,0,100,0,219,189.9,100,233.2,74,Egypt,29.1,100,35.7,Africa,89.2227944508,65.3741243194,65.3741243194,1997,1999,"{""type"":""Point"",""coordinates"":[29.791505340595226,26.52919625971053]}"
0000000000000000014d,NA,NA,NA,NA,Egypt,Egypt,Mango,29,4,EGY,2.5,100,85.7,10.8,6.6,100,226.1,74,Egypt,1.8,100,61.9,Africa,89.2227944508,65.3741243194,65.3741243194,1997,1999,"{""type"":""Point"",""coordinates"":[29.791505340595226,26.52919625971053]}"
0000000000000000014e,NA,NA,NA,NA,Egypt,Egypt,Onion,25.6,4,EGY,2.2,100,85.7,10.6,6.6,100,257,74,Egypt,1.8,100,71.4,Africa,89.2227944508,65.3741243194,65.3741243194,1997,1999,"{""type"":""Point"",""coordinates"":[29.791505340595226,26.52919625971053]}"
0000000000000000014f,NA,NA,NA,NA,Egypt,Egypt,Orange,90.8,4,EGY,7.8,100,85.7,37.6,24.2,100,266.6,74,Egypt,5.6,100,61.9,Africa,89.2227944508,65.3741243194,65.3741243194,1997,1999,"{""type"":""Point"",""coordinates"":[29.791505340595226,26.52919625971053]}"
00000000000000000150,NA,NA,NA,NA,Egypt,Egypt,Peach,38.7,4,EGY,2.2,100,57.1,12.6,8.3,100,214.2,74,Egypt,2.1,100,53.6,Africa,89.2227944508,65.3741243194,65.3741243194,1997,1999,"{""type"":""Point"",""coordinates"":[29.791505340595226,26.52919625971053]}"
00000000000000000151,NA,NA,NA,NA,Egypt,Egypt,Peanut,42.9,4,EGY,2.4,100,57.1,7,3.1,100,71.4,74,Egypt,1.5,100,35.7,Africa,89.2227944508,65.3741243194,65.3741243194,1997,1999,"{""type"":""Point"",""coordinates"":[29.791505340595226,26.52919625971053]}"
00000000000000000152,NA,NA,NA,NA,Egypt,Egypt,Pepper,25.6,4,EGY,1.5,100,57.1,9.2,6.4,100,249.9,74,Egypt,1.4,100,53.6,Africa,89.2227944508,65.3741243194,65.3741243194,1997,1999,"{""type"":""Point"",""coordinates"":[29.791505340595226,26.52919625971053]}"
00000000000000000153,NA,NA,NA,NA,Egypt,Egypt,Potato,82.4,4,EGY,9.4,100,114.2,45.7,24.5,100,297.5,74,Egypt,11.8,100,142.8,Africa,89.2227944508,65.3741243194,65.3741243194,1997,1999,"{""type"":""Point"",""coordinates"":[29.791505340595226,26.52919625971053]}"
00000000000000000154,NA,NA,NA,NA,Egypt,Egypt,Rice,651.3,4,EGY,0,100,0,100.8,77.5,100,119,74,Egypt,23.3,100,35.7,Africa,89.2227944508,65.3741243194,65.3741243194,1997,1999,"{""type"":""Point"",""coordinates"":[29.791505340595226,26.52919625971053]}"
00000000000000000155,NA,NA,NA,NA,Egypt,Egypt,Sesame,28.2,4,EGY,0.7,100,57.1,2.6,1.1,100,90.4,74,Egypt,0.9,100,77.4,Africa,89.2227944508,65.3741243194,65.3741243194,1997,1999,"{""type"":""Point"",""coordinates"":[29.791505340595226,26.52919625971053]}"
00000000000000000156,NA,NA,NA,NA,Egypt,Egypt,Soybean,13.4,4,EGY,0.8,100,57.1,2.9,1.4,100,107.1,74,Egypt,0.7,100,53.6,Africa,89.2227944508,65.3741243194,65.3741243194,1997,1999,"{""type"":""Point"",""coordinates"":[29.791505340595226,26.52919625971053]}"
00000000000000000157,NA,NA,NA,NA,Egypt,Egypt,Squash,30.7,4,EGY,1.8,100,57.1,7.4,4,100,130.9,74,Egypt,1.6,100,53.6,Africa,89.2227944508,65.3741243194,65.3741243194,1997,1999,"{""type"":""Point"",""coordinates"":[29.791505340595226,26.52919625971053]}"
00000000000000000158,NA,NA,NA,NA,Egypt,Egypt,Sugar beet,26.9,4,EGY,3.1,100,114.2,3.9,0.6,100,23,74,Egypt,0.2,100,8,Africa,89.2227944508,65.3741243194,65.3741243194,1997,1999,"{""type"":""Point"",""coordinates"":[29.791505340595226,26.52919625971053]}"
00000000000000000159,NA,NA,NA,NA,Egypt,Egypt,Sugarcane,122.3,4,EGY,0,100,0,12.2,9.8,100,80,74,Egypt,2.4,100,20,Africa,89.2227944508,65.3741243194,65.3741243194,1997,1999,"{""type"":""Point"",""coordinates"":[29.791505340595226,26.52919625971053]}"
0000000000000000015a,NA,NA,NA,NA,Egypt,Egypt,Sunflower,11.8,4,EGY,0.7,100,57.1,2.6,1.3,100,107.1,74,Egypt,0.6,100,53.6,Africa,89.2227944508,65.3741243194,65.3741243194,1997,1999,"{""type"":""Point"",""coordinates"":[29.791505340595226,26.52919625971053]}"
0000000000000000015b,NA,NA,NA,NA,Egypt,Egypt,Tomato,168.5,4,EGY,19.2,100,114.2,87.4,50.1,100,297.5,74,Egypt,18,100,107.1,Africa,89.2227944508,65.3741243194,65.3741243194,1997,1999,"{""type"":""Point"",""coordinates"":[29.791505340595226,26.52919625971053]}"
0000000000000000015c,NA,NA,NA,NA,Egypt,Egypt,Watermelon,62.6,4,EGY,3.6,100,57.1,15.1,8.2,100,130.9,74,Egypt,3.4,100,53.6,Africa,89.2227944508,65.3741243194,65.3741243194,1997,1999,"{""type"":""Point"",""coordinates"":[29.791505340595226,26.52919625971053]}"
0000000000000000015d,NA,NA,NA,NA,Egypt,Egypt,Wheat,1044.5,4,EGY,0,100,0,213.8,176.5,100,169,74,Egypt,37.3,100,35.7,Africa,89.2227944508,65.3741243194,65.3741243194,1997,1999,"{""type"":""Point"",""coordinates"":[29.791505340595226,26.52919625971053]}"
0000000000000000015e,NA,NA,NA,NA,Egypt,Egypt,Apple,29.4,5,EGY,2.5,100,85.7,9.6,5.3,100,178.5,74,Egypt,1.8,100,61.9,Africa,89.2227944508,65.3741243194,65.3741243194,1997,2002,"{""type"":""Point"",""coordinates"":[29.791505340595226,26.52919625971053]}"
0000000000000000015f,NA,NA,NA,NA,Egypt,Egypt,Banana,18.5,5,EGY,4.2,100,228.5,28,19.8,100,1071,74,Egypt,4,100,214.2,Africa,89.2227944508,65.3741243194,65.3741243194,1997,2002,"{""type"":""Point"",""coordinates"":[29.791505340595226,26.52919625971053]}"
00000000000000000160,NA,NA,NA,NA,Egypt,Egypt,Barley,57.6,5,EGY,3.3,100,57.1,11.6,6.2,100,107.1,74,Egypt,2.1,100,35.7,Africa,89.2227944508,65.3741243194,65.3741243194,1997,2002,"{""type"":""Point"",""coordinates"":[29.791505340595226,26.52919625971053]}"
00000000000000000161,NA,NA,NA,NA,Egypt,Egypt,Bean,149.2,5,EGY,8.5,100,57.1,24.5,5.3,100,35.7,74,Egypt,10.7,100,71.4,Africa,89.2227944508,65.3741243194,65.3741243194,1997,2002,"{""type"":""Point"",""coordinates"":[29.791505340595226,26.52919625971053]}"
00000000000000000162,NA,NA,NA,NA,Egypt,Egypt,Cabbage,17.2,5,EGY,1,100,57.1,4.2,2.3,100,130.9,74,Egypt,0.9,100,53.6,Africa,89.2227944508,65.3741243194,65.3741243194,1997,2002,"{""type"":""Point"",""coordinates"":[29.791505340595226,26.52919625971053]}"
00000000000000000163,NA,NA,NA,NA,Egypt,Egypt,Carrot,5,5,EGY,0.3,100,57.1,1.3,0.7,100,130.9,74,Egypt,0.3,100,53.6,Africa,89.2227944508,65.3741243194,65.3741243194,1997,2002,"{""type"":""Point"",""coordinates"":[29.791505340595226,26.52919625971053]}"
